#Processos distribuídos e redistribuídos por OJ no 1º grau  detalhado
#Data Final: 17/07/2026; Indicador de Distribuição: NÃO PREENCHIDO; Órgão Julgador: NÃO PREENCHIDO; Município: NÃO PREENCHIDO; Data Inicial: 17/07/2026; Classe Processual: NÃO PREENCHIDO

#Total de registros: 1084
#Relatório gerado em: 22 de jul. de 2026 19:56:23

#Processo;Indicador;Municipío Sede;Órgão Julgador;Classe Judicial;Data
0001175-91.2026.5.12.0023;Recebido Por Distribuição - Sorteio;ARARANGUA;VARA DO TRABALHO DE ARARANGUÁ;Ação Trabalhista - Rito Ordinário;17/07/2026 00:01:46
0001176-76.2026.5.12.0023;Recebido Por Distribuição - Sorteio;ARARANGUA;VARA DO TRABALHO DE ARARANGUÁ;Ação Trabalhista - Rito Sumaríssimo;17/07/2026 00:28:17
0001177-61.2026.5.12.0023;Recebido Por Distribuição - Sorteio;ARARANGUA;VARA DO TRABALHO DE ARARANGUÁ;Ação Trabalhista - Rito Sumaríssimo;17/07/2026 00:48:21
0000818-63.2026.5.12.0039;Recebido Por Distribuição - Sorteio;BLUMENAU;3ª VARA DO TRABALHO DE BLUMENAU;Ação Trabalhista - Rito Sumaríssimo;17/07/2026 00:50:52
0000592-49.2026.5.12.0042;Recebido Por Distribuição - Sorteio;CURITIBANOS;VARA DO TRABALHO DE CURITIBANOS;Ação Trabalhista - Rito Sumaríssimo;17/07/2026 01:02:56
0000961-67.2026.5.12.0034;Recebido Por Distribuição - Outros;FLORIANOPOLIS;4ª VARA DO TRABALHO DE FLORIANÓPOLIS;Embargos de Terceiro Cível;17/07/2026 01:50:03
0001205-05.2026.5.12.0031;Recebido Por Distribuição - Sorteio;SAO JOSE;1ª VARA DO TRABALHO SÃO JOSÉ;Ação Trabalhista - Rito Ordinário;17/07/2026 02:11:10
0001300-90.2026.5.12.0045;Recebido Por Distribuição - Outros;BALNEARIO CAMBORIU;2ª VARA DO TRABALHO DE BALNEÁRIO CAMBORIÚ;Cumprimento Provisório de Sentença;17/07/2026 06:51:30
0001228-45.2026.5.12.0032;Recebido Por Distribuição - Sorteio;SAO JOSE;2ª VARA DO TRABALHO SÃO JOSÉ;Ação Trabalhista - Rito Ordinário;17/07/2026 08:03:39
0002382-08.2026.5.12.0062;Recebido Por Distribuição - Sorteio;ITAPEMA;VARA DO TRABALHO DE ITAPEMA;Ação Trabalhista - Rito Ordinário;17/07/2026 08:12:11
0001062-76.2026.5.12.0011;Recebido Por Distribuição - Outros;RIO DO SUL;1ª VARA DO TRABALHO DE RIO DO SUL;Ação Trabalhista - Rito Sumaríssimo;17/07/2026 08:13:23
0001048-86.2026.5.12.0013;Recebido Por Distribuição - Sorteio;CACADOR;VARA DO TRABALHO DE CAÇADOR;Homologação da Transação Extrajudicial;17/07/2026 08:32:54
0001428-36.2026.5.12.0005;Recebido Por Distribuição - Outros;ITAJAI;1ª VARA DO TRABALHO DE ITAJAÍ;Cumprimento Provisório de Sentença;17/07/2026 08:35:41
0002383-90.2026.5.12.0062;Recebido Por Distribuição - Sorteio;ITAPEMA;VARA DO TRABALHO DE ITAPEMA;Ação Trabalhista - Rito Ordinário;17/07/2026 08:38:02
0001465-12.2026.5.12.0022;Recebido Por Distribuição - Sorteio;ITAJAI;2ª VARA DO TRABALHO DE ITAJAÍ;Ação Trabalhista - Rito Sumaríssimo;17/07/2026 08:59:08
0001690-23.2026.5.12.0025;Recebido Por Distribuição - Sorteio;XANXERE;VARA DO TRABALHO DE XANXERÊ;Consignação em Pagamento;17/07/2026 08:59:30
0001049-71.2026.5.12.0013;Recebido Por Distribuição - Sorteio;CACADOR;VARA DO TRABALHO DE CAÇADOR;Homologação da Transação Extrajudicial;17/07/2026 09:02:35
0001194-42.2026.5.12.0009;Recebido Por Distribuição - Sorteio;CHAPECO;1ª VARA DO TRABALHO DE CHAPECÓ;Ação Trabalhista - Rito Ordinário;17/07/2026 09:03:21
0000515-67.2026.5.12.0033;Recebido Por Distribuição - Sorteio;INDAIAL;VARA DO TRABALHO DE INDAIAL;Ação Trabalhista - Rito Sumaríssimo;17/07/2026 09:05:50
0001050-56.2026.5.12.0013;Recebido Por Distribuição - Sorteio;CACADOR;VARA DO TRABALHO DE CAÇADOR;Carta Precatória Cível;17/07/2026 09:10:02
0001051-41.2026.5.12.0013;Recebido Por Distribuição - Sorteio;CACADOR;VARA DO TRABALHO DE CAÇADOR;Homologação da Transação Extrajudicial;17/07/2026 09:14:03
0001295-70.2026.5.12.0012;Recebido Por Distribuição - Sorteio;JOACABA;VARA DO TRABALHO DE JOAÇABA;Ação Trabalhista - Rito Sumaríssimo;17/07/2026 09:17:27
0001713-20.2026.5.12.0008;Recebido Por Distribuição - Sorteio;CONCORDIA;VARA DO TRABALHO DE CONCÓRDIA;Cumprimento de Sentença de Ações Coletivas;17/07/2026 09:20:30
0001201-98.2026.5.12.0020;Recebido Por Distribuição - Sorteio;VIDEIRA;VARA DO TRABALHO DE VIDEIRA;Homologação da Transação Extrajudicial;17/07/2026 09:26:37
0001217-38.2026.5.12.0057;Recebido Por Distribuição - Outros;CHAPECO;3ª VARA DO TRABALHO DE CHAPECÓ;Ação Trabalhista - Rito Ordinário;17/07/2026 09:39:54
0001202-83.2026.5.12.0020;Recebido Por Distribuição - Sorteio;VIDEIRA;VARA DO TRABALHO DE VIDEIRA;Homologação da Transação Extrajudicial;17/07/2026 09:39:58
0002384-75.2026.5.12.0062;Recebido Por Distribuição - Sorteio;ITAPEMA;VARA DO TRABALHO DE ITAPEMA;Ação Trabalhista - Rito Sumaríssimo;17/07/2026 09:40:19
0000873-04.2026.5.12.0010;Recebido Por Distribuição - Sorteio;BRUSQUE;1ª VARA DO TRABALHO DE BRUSQUE;Ação Trabalhista - Rito Ordinário;17/07/2026 09:45:39
