#Processos distribuídos e redistribuídos por OJ no 1º grau  detalhado
#Data Final: 04/07/2026; Indicador de Distribuição: NÃO PREENCHIDO; Órgão Julgador: NÃO PREENCHIDO; Município: NÃO PREENCHIDO; Data Inicial: 04/07/2026; Classe Processual: NÃO PREENCHIDO

#Total de registros: 46
#Relatório gerado em: 22 de jul. de 2026 19:53:26

#Processo;Indicador;Municipío Sede;Órgão Julgador;Classe Judicial;Data
0000613-68.2026.5.12.0060;Recebido Por Distribuição - Outros;LAGES;3ª VARA DO TRABALHO DE LAGES;Cumprimento de sentença;04/07/2026 00:09:22
0001050-80.2026.5.12.0005;Restituído Por Redistribuição;ITAJAI;1ª VARA DO TRABALHO DE ITAJAÍ;Ação Trabalhista - Rito Ordinário;04/07/2026 00:24:51
0001050-80.2026.5.12.0005;Recebido Por Redistribuição - Sorteio;NAVEGANTES;VARA DO TRABALHO DE NAVEGANTES;Ação Trabalhista - Rito Ordinário;04/07/2026 00:24:51
0001127-77.2026.5.12.0009;Recebido Por Distribuição - Sorteio;CHAPECO;1ª VARA DO TRABALHO DE CHAPECÓ;Ação Trabalhista - Rito Ordinário;04/07/2026 01:32:45
0001309-75.2026.5.12.0005;Recebido Por Redistribuição - Sorteio;ITAJAI;2ª VARA DO TRABALHO DE ITAJAÍ;Cumprimento de Sentença de Ações Coletivas;04/07/2026 07:35:05
0001309-75.2026.5.12.0005;Restituído Por Redistribuição;ITAJAI;1ª VARA DO TRABALHO DE ITAJAÍ;Cumprimento de Sentença de Ações Coletivas;04/07/2026 07:35:05
0001310-60.2026.5.12.0005;Recebido Por Redistribuição - Outros;ITAJAI;2ª VARA DO TRABALHO DE ITAJAÍ;Cumprimento de Sentença de Ações Coletivas;04/07/2026 07:35:22
0001310-60.2026.5.12.0005;Restituído Por Redistribuição;ITAJAI;1ª VARA DO TRABALHO DE ITAJAÍ;Cumprimento de Sentença de Ações Coletivas;04/07/2026 07:35:22
0000833-26.2026.5.12.0041;Recebido Por Distribuição - Sorteio;TUBARAO;2ª VARA DO TRABALHO DE TUBARÃO;Produção Antecipada da Prova;04/07/2026 10:16:25
0000985-53.2026.5.12.0048;Restituído Por Redistribuição;RIO DO SUL;2ª VARA DO TRABALHO DE RIO DO SUL;Ação Trabalhista - Rito Ordinário;04/07/2026 10:54:24
0000985-53.2026.5.12.0048;Recebido Por Redistribuição - Outros;RIO DO SUL;1ª VARA DO TRABALHO DE RIO DO SUL;Ação Trabalhista - Rito Ordinário;04/07/2026 10:54:24
0000992-45.2026.5.12.0048;Recebido Por Distribuição - Sorteio;RIO DO SUL;2ª VARA DO TRABALHO DE RIO DO SUL;Ação Trabalhista - Rito Ordinário;04/07/2026 11:34:43
0001200-59.2026.5.12.0038;Recebido Por Distribuição - Sorteio;CHAPECO;2ª VARA DO TRABALHO DE CHAPECÓ;Ação Trabalhista - Rito Sumaríssimo;04/07/2026 11:42:33
0000872-68.2026.5.12.0026;Recebido Por Distribuição - Sorteio;FLORIANOPOLIS;3ª VARA DO TRABALHO DE FLORIANÓPOLIS;Ação Trabalhista - Rito Ordinário;04/07/2026 12:14:18
0000795-29.2026.5.12.0036;Recebido Por Distribuição - Sorteio;FLORIANOPOLIS;6ª VARA DO TRABALHO DE FLORIANÓPOLIS;Ação Trabalhista - Rito Ordinário;04/07/2026 14:24:36
0002247-93.2026.5.12.0062;Recebido Por Distribuição - Sorteio;ITAPEMA;VARA DO TRABALHO DE ITAPEMA;Cumprimento de Sentença de Ações Coletivas;04/07/2026 15:20:48
0001589-83.2026.5.12.0025;Recebido Por Distribuição - Sorteio;XANXERE;VARA DO TRABALHO DE XANXERÊ;Ação Trabalhista - Rito Sumaríssimo;04/07/2026 15:43:47
0001462-14.2026.5.12.0004;Recebido Por Distribuição - Sorteio;JOINVILLE;1ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Sumaríssimo;04/07/2026 15:44:21
0000993-30.2026.5.12.0048;Recebido Por Distribuição - Sorteio;RIO DO SUL;2ª VARA DO TRABALHO DE RIO DO SUL;Ação Trabalhista - Rito Ordinário;04/07/2026 15:54:16
0001152-11.2026.5.12.0003;Recebido Por Distribuição - Sorteio;CRICIUMA;1ª VARA DO TRABALHO DE CRICIÚMA;Ação Trabalhista - Rito Sumaríssimo;04/07/2026 15:56:07
0000921-85.2026.5.12.0034;Recebido Por Distribuição - Sorteio;FLORIANOPOLIS;4ª VARA DO TRABALHO DE FLORIANÓPOLIS;Ação Trabalhista - Rito Sumaríssimo;04/07/2026 16:02:48
0001354-79.2026.5.12.0005;Recebido Por Distribuição - Sorteio;ITAJAI;1ª VARA DO TRABALHO DE ITAJAÍ;Ação Trabalhista - Rito Ordinário;04/07/2026 16:13:11
