#Processos distribuídos e redistribuídos por OJ no 1º grau  detalhado
#Data Final: 08/08/2026; Indicador de Distribuição: NÃO PREENCHIDO; Órgão Julgador: NÃO PREENCHIDO; Município: NÃO PREENCHIDO; Data Inicial: 08/08/2026; Classe Processual: NÃO PREENCHIDO

#Total de registros: 59
#Relatório gerado em: 11 de ago. de 2026 12:01:11

#Processo;Indicador;Municipío Sede;Órgão Julgador;Classe Judicial;Data
0001898-02.2026.5.12.0059;Recebido Por Distribuição - Sorteio;PALHOCA;VARA DO TRABALHO DE PALHOÇA;Ação Trabalhista - Rito Ordinário;08/08/2026 02:32:06
0001419-66.2026.5.12.0040;Recebido Por Distribuição - Sorteio;BALNEARIO CAMBORIU;1ª VARA DO TRABALHO DE BALNEÁRIO CAMBORIÚ;Ação Trabalhista - Rito Ordinário;08/08/2026 04:09:50
0000897-73.2026.5.12.0061;Recebido Por Distribuição - Outros;BRUSQUE;2ª VARA DO TRABALHO DE BRUSQUE;Cumprimento Provisório de Sentença;08/08/2026 07:45:07
0001350-30.2026.5.12.0009;Recebido Por Distribuição - Outros;CHAPECO;1ª VARA DO TRABALHO DE CHAPECÓ;Embargos de Terceiro Cível;08/08/2026 07:52:19
0001747-32.2026.5.12.0028;Recebido Por Distribuição - Sorteio;JOINVILLE;3ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Sumaríssimo;08/08/2026 09:09:46
0001350-89.2026.5.12.0054;Recebido Por Distribuição - Sorteio;SAO JOSE;3ª VARA DO TRABALHO SÃO JOSÉ;Ação Trabalhista - Rito Sumaríssimo;08/08/2026 10:04:56
0000963-22.2026.5.12.0039;Recebido Por Distribuição - Sorteio;BLUMENAU;3ª VARA DO TRABALHO DE BLUMENAU;Ação Trabalhista - Rito Ordinário;08/08/2026 11:00:49
0001372-47.2026.5.12.0055;Recebido Por Distribuição - Sorteio;CRICIUMA;3ª VARA DO TRABALHO DE CRICIÚMA;Ação Trabalhista - Rito Ordinário;08/08/2026 11:35:57
0001727-35.2026.5.12.0030;Recebido Por Distribuição - Sorteio;JOINVILLE;4ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Ordinário;08/08/2026 11:46:44
0001728-20.2026.5.12.0030;Recebido Por Distribuição - Outros;JOINVILLE;4ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Ordinário;08/08/2026 11:51:41
0001415-43.2026.5.12.0003;Recebido Por Distribuição - Sorteio;CRICIUMA;1ª VARA DO TRABALHO DE CRICIÚMA;Ação Trabalhista - Rito Ordinário;08/08/2026 11:52:12
0000994-81.2026.5.12.0026;Recebido Por Distribuição - Outros;FLORIANOPOLIS;3ª VARA DO TRABALHO DE FLORIANÓPOLIS;Cumprimento Provisório de Sentença;08/08/2026 11:52:21
0001373-32.2026.5.12.0055;Recebido Por Distribuição - Sorteio;CRICIUMA;3ª VARA DO TRABALHO DE CRICIÚMA;Ação Trabalhista - Rito Sumaríssimo;08/08/2026 13:03:08
