#Processos distribuídos e redistribuídos por OJ no 1º grau  detalhado
#Data Final: 11/08/2026; Indicador de Distribuição: NÃO PREENCHIDO; Órgão Julgador: NÃO PREENCHIDO; Município: NÃO PREENCHIDO; Data Inicial: 11/08/2026; Classe Processual: NÃO PREENCHIDO

#Total de registros: 760
#Relatório gerado em: 14 de ago. de 2026 18:53:33

#Processo;Indicador;Municipío Sede;Órgão Julgador;Classe Judicial;Data
0001644-65.2026.5.12.0047;Recebido Por Distribuição - Sorteio;ITAJAI;3ª VARA DO TRABALHO DE ITAJAÍ;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 00:00:02
0002046-22.2026.5.12.0056;Recebido Por Distribuição - Sorteio;NAVEGANTES;VARA DO TRABALHO DE NAVEGANTES;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 00:08:05
0001673-93.2026.5.12.0022;Recebido Por Distribuição - Sorteio;ITAJAI;2ª VARA DO TRABALHO DE ITAJAÍ;Ação Trabalhista - Rito Ordinário;11/08/2026 00:24:31
0002717-27.2026.5.12.0062;Recebido Por Distribuição - Sorteio;ITAPEMA;VARA DO TRABALHO DE ITAPEMA;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 07:56:10
0001381-09.2026.5.12.0055;Recebido Por Distribuição - Sorteio;CRICIUMA;3ª VARA DO TRABALHO DE CRICIÚMA;Ação Trabalhista - Rito Ordinário;11/08/2026 08:18:40
0001368-04.2026.5.12.0057;Recebido Por Distribuição - Sorteio;CHAPECO;3ª VARA DO TRABALHO DE CHAPECÓ;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 08:30:18
0001355-02.2026.5.12.0058;Recebido Por Distribuição - Sorteio;CHAPECO;4ª VARA DO TRABALHO DE CHAPECÓ;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 08:37:21
0000900-28.2026.5.12.0061;Recebido Por Distribuição - Sorteio;BRUSQUE;2ª VARA DO TRABALHO DE BRUSQUE;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 08:43:30
0001329-12.2026.5.12.0023;Recebido Por Distribuição - Sorteio;ARARANGUA;VARA DO TRABALHO DE ARARANGUÁ;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 08:51:44
0002047-07.2026.5.12.0056;Recebido Por Distribuição - Sorteio;NAVEGANTES;VARA DO TRABALHO DE NAVEGANTES;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 08:51:52
0001196-89.2026.5.12.0048;Recebido Por Distribuição - Sorteio;RIO DO SUL;2ª VARA DO TRABALHO DE RIO DO SUL;Ação Trabalhista - Rito Ordinário;11/08/2026 08:57:55
0001427-43.2026.5.12.0040;Recebido Por Distribuição - Outros;BALNEARIO CAMBORIU;1ª VARA DO TRABALHO DE BALNEÁRIO CAMBORIÚ;Consignação em Pagamento;11/08/2026 08:58:33
0000571-03.2026.5.12.0033;Recebido Por Distribuição - Sorteio;INDAIAL;VARA DO TRABALHO DE INDAIAL;Produção Antecipada da Prova;11/08/2026 09:01:16
0000939-57.2026.5.12.0018;Recebido Por Distribuição - Sorteio;BLUMENAU;2ª VARA DO TRABALHO DE BLUMENAU;Homologação da Transação Extrajudicial;11/08/2026 09:03:52
0001770-50.2026.5.12.0004;Recebido Por Distribuição - Sorteio;JOINVILLE;1ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 09:03:55
0000969-29.2026.5.12.0039;Recebido Por Distribuição - Sorteio;BLUMENAU;3ª VARA DO TRABALHO DE BLUMENAU;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 09:07:57
0001674-78.2026.5.12.0022;Recebido Por Distribuição - Sorteio;ITAJAI;2ª VARA DO TRABALHO DE ITAJAÍ;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 09:08:20
0000940-40.2026.5.12.0051;Recebido Por Distribuição - Sorteio;BLUMENAU;4ª VARA DO TRABALHO DE BLUMENAU;Ação Trabalhista - Rito Ordinário;11/08/2026 09:12:18
0001789-15.2026.5.12.0050;Recebido Por Distribuição - Sorteio;JOINVILLE;5ª VARA DO TRABALHO DE JOINVILLE;Homologação da Transação Extrajudicial;11/08/2026 09:13:14
0001742-04.2026.5.12.0030;Recebido Por Distribuição - Sorteio;JOINVILLE;4ª VARA DO TRABALHO DE JOINVILLE;Ação Trabalhista - Rito Ordinário;11/08/2026 09:14:31
0001007-10.2026.5.12.0017;Recebido Por Distribuição - Sorteio;MAFRA;VARA DO TRABALHO DE MAFRA;Produção Antecipada da Prova;11/08/2026 09:15:34
0001008-92.2026.5.12.0017;Recebido Por Distribuição - Sorteio;MAFRA;VARA DO TRABALHO DE MAFRA;Produção Antecipada da Prova;11/08/2026 09:19:40
0001009-77.2026.5.12.0017;Recebido Por Distribuição - Sorteio;MAFRA;VARA DO TRABALHO DE MAFRA;Produção Antecipada da Prova;11/08/2026 09:19:42
0001010-62.2026.5.12.0017;Recebido Por Distribuição - Sorteio;MAFRA;VARA DO TRABALHO DE MAFRA;Produção Antecipada da Prova;11/08/2026 09:19:44
0001011-47.2026.5.12.0017;Recebido Por Distribuição - Sorteio;MAFRA;VARA DO TRABALHO DE MAFRA;Produção Antecipada da Prova;11/08/2026 09:19:46
0001012-32.2026.5.12.0017;Recebido Por Distribuição - Sorteio;MAFRA;VARA DO TRABALHO DE MAFRA;Produção Antecipada da Prova;11/08/2026 09:19:47
0000897-48.2026.5.12.0037;Recebido Por Distribuição - Sorteio;FLORIANOPOLIS;7ª VARA DO TRABALHO DE FLORIANÓPOLIS;Ação Trabalhista - Rito Ordinário;11/08/2026 09:28:51
0000901-13.2026.5.12.0061;Recebido Por Distribuição - Sorteio;BRUSQUE;2ª VARA DO TRABALHO DE BRUSQUE;Ação Trabalhista - Rito Sumaríssimo;11/08/2026 09:29:05
0001330-94.2026.5.12.0023;Recebido Por Distribuição - Sorteio;ARARANGUA;VARA DO TRABALHO DE ARARANGUÁ;Homologação da Transação Extrajudicial;11/08/2026 09:33:43
